text,sentiment
نفسي تعمل كليب مع snoop dogg,neutral
"الاغنية دي like a therapie , حالتي النفسية كانت زفت تجربة حب قاسية و فاشلة و صدفة بسمع 3 دقات ، راح الاكتاب و الحزن و رجعت احب الحب و الحياة ،وياعينيياااياسيدي على الايام لما تهادي قلوبنا غرام فجأة يهون كل الي فات",positive
c g i بتلاته جنى والله,negative
فيه الف و 300 عاق عامل dislike,negative
"الله الله يا مصر والله على فنك وفنانينك الجميلين الرائعين 
الله يا تامر يا حسني ابداع مش غريب عليك 
يا نجم الجيل يا كبير يا اسطوره 
شكرا لي الفنان الكبير  تامر حسني 
شكرا لي الشاعر الكبير  ايمن بهجت قمر 
شكرا لي الملحن الرائع ايهاب عبدالواحد 
شكرا لي محمد عاطف
شكرا لي علي فتح الله 
شكرا لي شركة Telecom Egypt
شكرا ليكم كلكم ابدعتوا وقدمتوا احلى عمل يا مبدعين",positive
ينفع تنوروني على قناتي، ،Nora Khaled,neutral
تقليد لاغنية اجنبيه اسمها In a Matter of Speaking حرام عليك شيرين,negative
"ماشاءالله اول فنان عربي يصل إلى العالمية ويكون له شخصية في لعبة كبيرة مثل
 ❤️☝️🇪🇬 free fire",positive
مراجعه attack on titen season 1,neutral
اه ايه ال point بردو مش فاهمه,neutral
120 الف dislike ..مين يزود 😂😂,negative
الي يحب الاغاني يضغتلي لايك وادخلو علي قناتي الجديده للاغاني واسمها  Osama Shawky. واضغطو لايك وسابسكريب,neutral
"مشاهدة فيلم ولاد رزق 2 HD الجزء الثاني 2019 أونلاين

https://www.miix.ml/2019/09/2-hd-2019.html",neutral
انا عاوزه اعرف مين المرضى اللى عاملين dislike :-[,negative
أهنئكم بحرارة على هذه الأغنية الجميلة والنجاح الكبير في المستقبل ... مع احترام Eduard من رومانيا.,positive
"الاعلان كان ناقص حاجه واحده   -- الثانيه 51  - لما صلا ح وقف  - الصوت كان المفروض يبقي Deep sound - ,الجماهير بتقول مووووو صلا   مووووو صلا     موصلا   ؟؟؟؟؟؟ بس",neutral
اللحن مسروق من موسيقي اسمها cold coffe للأسف,negative
لا محضرتش ال Ddt ده,neutral
يوسف الشريف كل اعماله بتعتمد على ال plot twist و معندوش جديد,negative
"بووم بووم بووم🥁 اسماء ككبرت سنهه🙈🎶❣
ككل سنهه ونتى طيبهه😻🎉
ككل سنهه ونتى حلوه👑💜
ككل سنهه واانتى معااناا💚💛
وعقباال مليوون سنهه وتححققى ككل اللى نفسگگ فيهه🎵💙
ويخليككى لينااا ومنتحرمش منگگ اابداآ🤞👭
وانشااءالله االسنهه الجايهه اشوفك من الناجحين ياارب😻👑
HaappYy BiirThDay my love.. 💙🌿
 ربنا يخليكي ليا يا كل حاجه ليآآا كل سنه وانتى حلوة بزيادة 😄 گل سنه وانتي جميله گل سنه وانتي قلبي گل سنه وانتے معانا 😍😍كل سنه وانتي صحبتي واختي 😘 گل سنه وانتي طيبه ياروح قلبي وعقبال مليون سنه وانتي فرحانه وسعيده😄😄",positive
ننتظر مراجعة the meg 😭😭😭😭,neutral
https://youtu.be/fvLnDZ713E4 join us to learn english  ابرضو انت محتاج تتعلم انجليزى افتح الفيديو و اتعلم معانا بسرعه,neutral
10 ألاف dislike من تجار المخدرات 🙃,negative
21 الف معقد اى disliked من أجل ال disliked  وخلاص ..يلا مش مشكلة .المحبين اكتر من الى مش عاجبهم اى حاجة ..,negative
بطل تجيب models قد عيالك.,negative
عليه حتة دين HI Sugar,positive
"EL Twins - التوينز 
4.06 مليون مشترك
حمله توصيل التوينز ل 5مليون",neutral
مفيش فنانين شباب في مصر غير بتوع SNL بالعربي و أحمد أمين و الشاب الي عمل دور محمود قطب في الجماعة 2,neutral
الناس الحلاليف اللي عاملين unlike ملتهم ايه,negative
4k dislike تلقيهم من سكان المعادي.,negative
ممكن مراجعة لفيلم awakening بطولة روبين ويليامز و روبرت دينيرو,neutral
انا عندى قناة اسمها الاسد lions ادعمونى,neutral
Love from الحسا,positive
Best series احلى مسلسل😫❤️,positive
هوا احنا ليه فاشلين ف ال vfx ؟,negative
قمة في إحساس good luck 😇😇,positive
اكتر اغنيه اثرت فيني I love you ♡♡♡♡♡♡♡♡♡,positive
مشهد الموسم الرمضاني حتى الآن بدون منازع Number 1,positive
"ممكن يتعمل ليها كليب بنفس جودة قطر الحياة و بنفس المخرج .. اصحي ي ميكي 
We want avideo clip for this song please",neutral
كيوت و قمر و ع طبيعتها - Like,positive
I love شاي 😘😘😍😍😂😂😂,positive
اخراجيا تعبانة اوي ومطلعش من زوية شكلك فيها مش حلو والفيديو من متلون متاخد كادرات غبية طب الاخراج الاغنية بقا ازبل من الاخراج لحن خرا وكلمات اخرا overall shit,negative
من الجاب John wick و fransico randez هنا,neutral
"للأسف كلمات سيئة جدا. لا كلام و لا لحن 
Big zero",negative
لو سمحتو ا اذا ما عندكو مشكلة اشتركو بقناتنا doha .saja_tube,neutral
"نفسي
نصلي علي الحبيب
51,071,073 views",neutral
3 اللى عاملين dislike دول لازم يتشنقو فى ميدان عام,negative
الكباية مكتوب عليها laila,neutral
"برايكم مين افضل بالتمثيل 
حمادة هلال like
محمد رمضان comment",neutral
"انت ناصيت تكلم عن الموسيقى الي اتخده من اغنيه moonlight الحن
Middel of the world",neutral
اقسم بالله عاملها dislike,negative
احسن  اغنية 2017 من تونس و مبروك الترشح لروسيا  you deserve,positive
هو انا الوحيدة اللي اخدت بالي من دبوس bts اللي في تيشرت امين؟,neutral
مين يقدر يعملها instrumental,neutral
"بيجنن 😂👌
و لفيديو كليب روووووعه
Amazing Haifa 😍🇱🇧♥️",positive
اسمها based on true story مش events !!,neutral
فين مراجعه venom,neutral
"ممكن تدعمونى عايز اوصل 10,000مشاهدى
Can you support me and I want to send me 10,000 views",neutral
"جميلة يا شريهان وشعرك جميل وانا ساندى ياريت تدرى عليا انا بحبك ♡♡♡    i love you so mush 
انا عندي 7 سنين بحبك كتيير انا من مصر",positive
"هحبك أكتر من كده اييييييه انت بجد متميز  
Amr I Love you💕💋💋💋💋",positive
"اموت و اعرف الناس اللى عملة dislike بيتفرجو على الاغنية ليه من اصلو ؟ عايزة رد لو سمحتم 
",neutral
ياريته جرافيك زفت ده معمول بأبلكيشن face off,negative
احلا اعلان من  we ❤❤❤🌷💕😘😍😜😄😊❤❤❤😊❤❤❤❤.,positive
دا الواحد لازم يعمل blog مع رمضان شكله مسلسل جامد  بالتوفيق,positive
مراجعة venome  فين,neutral
العربيه dodge ram 😎😎,neutral
هيفاء luv u,positive
ايه الخرا دا wtf,negative
الناس اللي عامله un like دول أعداء نجاح💔😑,negative
يوسف 👏👏👏👏👏👏 chapeau ترفع له القبعةمش كل حدن بيلبقلو نمبر وان ☝يوسف الشريف متميز ولا يكرر نفسه,positive
I love all your songs  سقة  ف  أللة نجاح,positive
😀 فعلا اغنيه عالميه لسه بسمعها والي داخل يسمعها يجي هنا جنبي 😂😍😍😍😂👍 Egypt for ever,positive
عالمي يا ابو...............KEEP IT LIKE SO.......ابوس ايدك,positive
"اسلوب انس بطرح الاسئلة وطريقة الحوار رائعه جددددااااا
😎اكملت كل  لقاءاتك مع المشاهير
🙋🏻‍♀️
God bless you and all the best Anas 
😊",positive
تعالو نوصل views الأغنية دي للمليار و يلي معايا يحط 👍 لأنو بيستهالو الشهرة ، من سورية ل مصر الحبيبة 😘,positive
ياابو كمال نفسي تتكلم عن سلسلة افلام Olympus has fallen,neutral
بسمعها 2019 ..so nice,positive
تونس كلها تغني فيها 😍😍 bravo,positive
ممكن ال ID بتاعك في لعبه فري فاير 🥰رد بليز,neutral
"The best and most beautiful greetings to Egypt  I love you from Iraq 
🇪🇬❤️🇮🇶❤️❤️
احلى وارقى تحية لمصر ام الدنيا تحيه من العراق
🇪🇬❤️🇮🇶❤️❤️",positive
ما هذا ال shit,negative
Fawzy  صبحي    فوزى,neutral
يلا يا egybest مستنياكي انت تستطيع 😂😂😂😂💔,positive
I love this song 😍😍😍😍😍😍👍👍👍👍❤❤❤❤❤❤يا عيني يا سيدي عالايام لما تهدي قلوبنا غرام 😘😘😘,positive
"الفلم الاجنبي الروعه والاكثر اثارة والاكشن والحروب 2020 Film Movies Action
https://youtu.be/6HUSBEyWbDQ",positive
بحبك Love,positive
الناس اللى عاملة dislike دى عاملاه على ايه ؟؟؟ انتو ناس طبيعية ؟؟😣😣,negative
كان نفسي ان مصر تعمل حاجه science fictionمن زمان و بجد دا شكله حاجه مزهله و يوسف الشريف فظيع بس يا رب يبقي في حياه لحد ٢١٢٠😂😂,positive
"Are you trying to sleep? 
You're welcome to my new channel 
هل تحاول النوم؟
اهلا وسهلا بكم في قناتي الجديدة",neutral
